Name,3rd Grade Math
Description,"Early math practice in 14 areas: intro to multiplication; 1-digit multiplication; addition, subtraction, and estimation; intro to division, understand fractions, equivalent fractions and comparing fractions, more with multiplication and division, arithmetic patterns and problem solving, quadrilaterals, area, perimeter, time, measurement; represent and interpret data."
Publisher,Khan Academy
Grade Level,3rd Grade
Link,https://www.khanacademy.org/math/cc-third-grade-math

Title,Description,Action,URL
Subtracting 3-digit numbers (regrouping),,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/imp-subtracting-with-regrouping-within-1000/v/regrouping-when-subtracting-three-digit-numbers
Worked example: Subtracting 3-digit numbers (regrouping twice),,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/imp-subtracting-with-regrouping-within-1000/v/regrouping-twice-when-subtracting-three-digit-numbers
Worked example: Subtracting 3-digit numbers (regrouping from 0),,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/imp-subtracting-with-regrouping-within-1000/v/regrouping-from-0-when-subtracting-three-digit-numbers
Subtract within 1000,,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/strategies-for-subtracting-two-and-three-digit-numbers/v/subtraction-by-breaking-apart
"Unit 3, Quiz 3",,Do,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/imp-subtracting-with-regrouping-within-1000/quiz/imp-addition-and-subtraction-quiz-3
Missing number for 3-digit addition within 1000,,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/imp-addition-and-subtraction-missing-value-problems/v/missing-number-for-addition-and-subtraction-within-1000
Missing number for 3-digit subtraction within 1000,,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/imp-addition-and-subtraction-missing-value-problems/v/missing-numbers-in-three-digit-subtraction
Find the missing number (add and subtract within 1000),,Do,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/imp-addition-and-subtraction-missing-value-problems/e/find-the-missing-number--addition-and-subtraction-within-1000-
Three digit addition word problems,,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/addition-and-subtraction-word-problems/v/three-digit-addition-word-problems
Three digit subtraction word problems,,Watch,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/addition-and-subtraction-word-problems/v/three-digit-subtraction-word-problems
Add and subtract within 1000 word problems,,Do,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/addition-and-subtraction-word-problems/e/add-and-subtract-within-1000-word-problems
"Addition, subtraction, and estimation: FAQ",,Read,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/addition-and-subtraction-word-problems/a/addition-subtraction-and-estimation-faq
"Unit 3, Quiz 4",,Do,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/addition-and-subtraction-word-problems/quiz/imp-addition-and-subtraction-quiz-4
Unit 3 test,,Do,https://www.khanacademy.org/math/cc-third-grade-math/imp-addition-and-subtraction/addition-and-subtraction-word-problems/test/imp-addition-and-subtraction-unit-test
Division as equal groups,,Watch,https://www.khanacademy.org/math/cc-third-grade-math/intro-to-division/imp-division-intro/v/division-as-equal-groupings
Division with groups of objects,,Do,https://www.khanacademy.org/math/cc-third-grade-math/intro-to-division/imp-division-intro/e/meaning-of-division
Visualizing division with arrays,,Watch,https://www.khanacademy.org/math/cc-third-grade-math/intro-to-division/imp-division-intro/v/visualizing-division-with-arrays
